"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Duration","Growth Habit"
"LANEP5","","LANEP5","Lathyrus nevadensis ssp. lanceolatus var. pilosellus","Perennial","Vine, Forb/herb"
"LANEN","","LANEN","Lathyrus nevadensis ssp. nevadensis","Perennial","Vine, Forb/herb"
"LAOC2","","LAOC2","Lathyrus ochroleucus","Perennial","Vine, Forb/herb"
"LAPA5","","LAPA5","Lathyrus pauciflorus","Perennial","Vine, Forb/herb"
"LAPAP2","","LAPAP2","Lathyrus pauciflorus var. pauciflorus","Perennial","Vine, Forb/herb"
"LAPAU","","LAPAU","Lathyrus pauciflorus var. utahensis","Perennial","Vine, Forb/herb"
"LAPO2","","LAPO2","Lathyrus polymorphus","Perennial","Vine, Forb/herb"
"LAPOI","","LAPOI","Lathyrus polymorphus ssp. incanus","Perennial","Vine, Forb/herb"
"LAPOP","","LAPOP","Lathyrus polymorphus ssp. polymorphus","Perennial","Vine, Forb/herb"
"LAPOP2","","LAPOP2","Lathyrus polymorphus ssp. polymorphus var. polymorphus","Perennial","Vine, Forb/herb"
"LARI","","LARI","Lathyrus rigidus","Perennial","Vine, Forb/herb"
"LASY","","LASY","Lathyrus sylvestris","Perennial","Vine, Forb/herb"
"LATI","","LATI","Lathyrus tingitanus","Annual","Vine, Forb/herb"
"LAVE","","LAVE","Lathyrus venosus","Perennial","Vine, Forb/herb"
"LAYIA","","LAYIA","Layia","",""
"LAGL5","","LAGL5","Layia glandulosa","Annual","Forb/herb"
"LECAN4","","LECAN4","Lecanora","",""
"LECHE","","LECHE","Lechea","",""
"LETE","","LETE","Lechea tenuifolia","Perennial","Forb/herb"
"LEDUM","","LEDUM","Ledum","",""
"LEGL","","LEGL","Ledum glandulosum","Perennial","Shrub"
"LEGR","","LEGR","Ledum groenlandicum","Perennial","Shrub"
"LEERS","","LEERS","Leersia","",""
"LEOR","","LEOR","Leersia oryzoides","Perennial","Graminoid"
"LEIBN","","LEIBN","Leibnitzia","",""
"LELY6","","LELY6","Leibnitzia lyrata","Perennial","Forb/herb"
"LEMNA","","LEMNA","Lemna","",""
"LEAE2","","LEAE2","Lemna aequinoctialis","Perennial","Forb/herb"
"LEGI","","LEGI","Lemna gibba","Perennial","Forb/herb"
"LEMI3","","LEMI3","Lemna minor","Perennial","Forb/herb"
"LEMI6","","LEMI6","Lemna minuta","Perennial","Forb/herb"
"LEOB2","","LEOB2","Lemna obscura","Perennial","Forb/herb"
"LEPE","","LEPE","Lemna perpusilla","Perennial","Forb/herb"
"LETR","","LETR","Lemna trisulca","Perennial","Forb/herb"
"LETU2","","LETU2","Lemna turionifera","Perennial","Forb/herb"
"LEVA","","LEVA","Lemna valdiviana","Perennial","Forb/herb"
"LENS","","LENS","Lens","",""
"LECU2","","LECU2","Lens culinaris","Annual","Forb/herb"
"LEONT","","LEONT","Leontodon","",""
"LEAU2","","LEAU2","Leontodon autumnalis","Perennial","Forb/herb"
"LEAUA","","LEAUA","Leontodon autumnalis ssp. autumnalis","Perennial","Forb/herb"
"LETA","","LETA","Leontodon taraxacoides","Annual, Biennial, Perennial","Forb/herb"
"LETAT","","LETAT","Leontodon taraxacoides ssp. taraxacoides","Biennial, Perennial","Forb/herb"
"LEONU","","LEONU","Leonurus","",""
"LECA2","","LECA2","Leonurus cardiaca","Perennial","Forb/herb"
"LECAC7","","LECAC7","Leonurus cardiaca ssp. cardiaca","Perennial","Forb/herb"
"LEPID","","LEPID","Lepidium","",""
"LEAL4","","LEAL4","Lepidium alyssoides","Biennial, Perennial","Subshrub, Forb/herb"
"LEALA3","","LEALA3","Lepidium alyssoides var. alyssoides","Biennial, Perennial","Forb/herb, Subshrub"
"LEALA4","","LEALA4","Lepidium alyssoides var. angustifolium","Biennial, Perennial","Forb/herb, Subshrub"
"LEALE","","LEALE","Lepidium alyssoides var. eastwoodiae","Biennial, Perennial","Forb/herb, Subshrub"
"LEAU3","","LEAU3","Lepidium austrinum","Annual, Biennial","Forb/herb"
"LECA5","","LECA5","Lepidium campestre","Annual, Biennial","Forb/herb"
"LECR12","","LECR12","Lepidium crenatum","Perennial","Forb/herb, Subshrub"
"LEDA2","","LEDA2","Lepidium davisii","Perennial","Forb/herb"
"LEDE","","LEDE","Lepidium densiflorum","Annual, Biennial","Forb/herb"
"LEDI2","","LEDI2","Lepidium dictyotum","Annual","Forb/herb"
"LEDID","","LEDID","Lepidium dictyotum var. dictyotum","Annual","Forb/herb"
"LELA","","LELA","Lepidium lasiocarpum","Annual, Biennial","Forb/herb"
"LELAL","","LELAL","Lepidium lasiocarpum var. lasiocarpum","Annual, Biennial","Forb/herb"
"LELAW","","LELAW","Lepidium lasiocarpum var. wrightii","Annual, Biennial","Forb/herb"
"LELA2","","LELA2","Lepidium latifolium","Perennial","Forb/herb"
"LEMO2","","LEMO2","Lepidium montanum","Biennial, Perennial","Subshrub, Forb/herb"
"LEMOC","","LEMOC","Lepidium montanum var. canescens","Biennial, Perennial","Subshrub, Forb/herb"
"LEMOJ","","LEMOJ","Lepidium montanum var. jonesii","Biennial, Perennial","Subshrub, Forb/herb"
"LEMOM","","LEMOM","Lepidium montanum var. montanum","Biennial, Perennial","Subshrub, Forb/herb"
"LEOB","","LEOB","Lepidium oblongum","Annual, Biennial","Forb/herb"
"LEOBO","","LEOBO","Lepidium oblongum var. oblongum","Annual, Biennial","Forb/herb"
"LEPA17","","LEPA17","Lepidium papilliferum","Biennial, Perennial","Forb/herb"
"LEPA42","","LEPA42","Lepidium paysonii","Perennial","Forb/herb"
"LEPE2","","LEPE2","Lepidium perfoliatum","Annual, Biennial","Forb/herb"
"LERA2","","LERA2","Lepidium ramosissimum","Annual, Biennial","Forb/herb"
"LERAB2","","LERAB2","Lepidium ramosissimum var. bourgeauanum","Annual","Forb/herb"
"LERAR3","","LERAR3","Lepidium ramosissimum var. ramosissimum","Annual, Biennial","Forb/herb"
"LETH2","","LETH2","Lepidium thurberi","Annual, Biennial","Forb/herb"
"LEVI3","","LEVI3","Lepidium virginicum","Annual, Biennial, Perennial","Forb/herb"
"LEVIM","","LEVIM","Lepidium virginicum var. medium","Annual, Biennial, Perennial","Forb/herb"
"LEVIP","","LEVIP","Lepidium virginicum var. pubescens","Annual, Biennial, Perennial","Forb/herb"
"LEPID2","","LEPID2","Lepidospartum","",""
"LEBU2","","LEBU2","Lepidospartum burgessii","Perennial","Shrub"
"LEPTA","","LEPTA","Leptarrhena","",""
"LEPY","","LEPY","Leptarrhena pyrolifolia","Perennial","Forb/herb"
"LEPTO","","LEPTO","Leptochloa","",""
"LEDU","","LEDU","Leptochloa dubia","Perennial","Graminoid"
"LEFU21","","LEFU21","Leptochloa fusca","Annual, Perennial","Graminoid"
"LEFUF","","LEFUF","Leptochloa fusca ssp. fascicularis","Annual","Graminoid"
"LEFUU","","LEFUU","Leptochloa fusca ssp. uninervia","Annual, Perennial","Graminoid"
"LEPA6","","LEPA6","Leptochloa panicea","Annual, Perennial","Graminoid"
"LEPAB","","LEPAB","Leptochloa panicea ssp. brachiata","Annual, Perennial","Graminoid"
"LEVI5","","LEVI5","Leptochloa viscida","Annual","Graminoid"
"LEPTO22","","LEPTO22","Leptosiphon","",""
"LEAU16","","LEAU16","Leptosiphon aureus","Annual","Forb/herb"
"LEAUA3","","LEAUA3","Leptosiphon aureus ssp. aureus","Annual","Forb/herb"
"LEFL27","","LEFL27","Leptosiphon floribundum","Perennial","Forb/herb, Subshrub"
"LEFLF5","","LEFLF5","Leptosiphon floribundum ssp. floribundum","Perennial","Forb/herb, Subshrub"
"LEHA11","","LEHA11","Leptosiphon harknessii","Annual","Forb/herb"
"LELI14","","LELI14","Leptosiphon liniflorus","Annual","Forb/herb"
"LENU8","","LENU8","Leptosiphon nuttallii","Perennial","Forb/herb, Subshrub"
"LENUN","","LENUN","Leptosiphon nuttallii ssp. nuttallii","Perennial","Forb/herb, Subshrub"
"LESE17","","LESE17","Leptosiphon septentrionalis","Annual","Forb/herb"
"LEPYR","","LEPYR","Lepyrodiclis","",""
"LEHO7","","LEHO7","Lepyrodiclis holosteoides","Annual","Forb/herb"
"LESQU","","LESQU","Lesquerella","",""
"LEAL","","LEAL","Lesquerella alpina","Perennial","Forb/herb"
"LEALA5","","LEALA5","Lesquerella alpina var. alpina","Perennial","Forb/herb"
"LEALS","","LEALS","Lesquerella alpina var. spatulata","Perennial","Forb/herb"
"LEAU5","","LEAU5","Lesquerella aurea","Biennial, Perennial","Forb/herb"
"LECA9","","LECA9","Lesquerella calcicola","Perennial","Forb/herb"
"LECA10","","LECA10","Lesquerella carinata","Perennial","Forb/herb"
"LECAC5","","LECAC5","Lesquerella carinata var. carinata","Perennial","Forb/herb"
"LEDO2","","LEDO2","Lesquerella douglasii","Perennial","Forb/herb"
"LEFE","","LEFE","Lesquerella fendleri","Perennial","Forb/herb"
"LEGO2","","LEGO2","Lesquerella gooddingii","Annual, Biennial","Forb/herb"
"LEGO","","LEGO","Lesquerella gordonii","Annual, Biennial, Perennial","Forb/herb"
"LEGOD","","LEGOD","Lesquerella gordonii var. densifolia","Annual, Biennial, Perennial","Forb/herb"
"LEGOG","","LEGOG","Lesquerella gordonii var. gordonii","Annual, Biennial, Perennial","Forb/herb"
"LEIN3","","LEIN3","Lesquerella intermedia","Perennial","Forb/herb"
"LEKI","","LEKI","Lesquerella kingii","Biennial, Perennial","Forb/herb"
"LEKIK","","LEKIK","Lesquerella kingii ssp. kingii","Biennial, Perennial","Forb/herb"
"LEKIC2","","LEKIC2","Lesquerella kingii ssp. kingii var. cobrensis","Biennial, Perennial","Forb/herb"
"LELA9","","LELA9","Lesquerella lata","Perennial","Forb/herb"
"LELU","","LELU","Lesquerella ludoviciana","Perennial","Forb/herb"
"LEMO3","","LEMO3","Lesquerella montana","Perennial","Forb/herb"
"LEMU2","","LEMU2","Lesquerella multiceps","Perennial","Forb/herb"
"LENA8","","LENA8","Lesquerella navajoensis","Perennial","Forb/herb"
"LEOB13","","LEOB13","Lesquerella obdeltata","Perennial","Forb/herb"
"LEOC","","LEOC","Lesquerella occidentalis","Biennial, Perennial","Forb/herb"
"LEOCO","","LEOCO","Lesquerella occidentalis ssp. occidentalis","Biennial, Perennial","Forb/herb"
"LEOV","","LEOV","Lesquerella ovalifolia","Perennial","Forb/herb"
"LEOVO","","LEOVO","Lesquerella ovalifolia ssp. ovalifolia","Perennial","Forb/herb"
"LEPA8","","LEPA8","Lesquerella paysonii","Biennial, Perennial","Forb/herb"
"LEPI3","","LEPI3","Lesquerella pinetorum","Perennial","Forb/herb"
"LEPR3","","LEPR3","Lesquerella prostrata","Perennial","Forb/herb"
"LEPR2","","LEPR2","Lesquerella pruinosa","Perennial","Forb/herb"
"LEPU2","","LEPU2","Lesquerella purpurea","Perennial","Forb/herb"
"LEVA2","","LEVA2","Lesquerella valida","Biennial, Perennial","Forb/herb"
"LEUCA","","LEUCA","Leucaena","",""
"LERE5","","LERE5","Leucaena retusa","Perennial","Tree, Shrub"
"LEUCA4","","LEUCA4","Leucanthemum","",""
"LEVU","","LEVU","Leucanthemum vulgare","Perennial","Forb/herb"
"LEUCI","","LEUCI","Leuciva","",""
"LEDE23","","LEDE23","Leuciva dealbata","Perennial","Forb/herb"
"LEUCO","","LEUCO","Leucocrinum","",""
"LEMO4","","LEMO4","Leucocrinum montanum","Perennial","Forb/herb"
"LEUCO3","","LEUCO3","Leucophyllum","",""
"LEMI4","","LEMI4","Leucophyllum minus","Perennial","Shrub"
"LEUCO12","","LEUCO12","Leucopoa","",""
"LEKI2","","LEKI2","Leucopoa kingii","Perennial","Graminoid"
"LEVIS","","LEVIS","Levisticum","",""
"LEOF","","LEOF","Levisticum officinale","Perennial","Forb/herb"
"LEWIS","","LEWIS","Lewisia","",""
"LEBR","","LEBR","Lewisia brachycalyx","Perennial","Forb/herb"
"LECO3","","LECO3","Lewisia columbiana","Perennial","Forb/herb"
"LECOC","","LECOC","Lewisia columbiana var. columbiana","Perennial","Forb/herb"
"LECOW","","LECOW","Lewisia columbiana var. wallowensis","Perennial","Forb/herb"
"LEKE","","LEKE","Lewisia kelloggii","Perennial","Forb/herb"
"LEKEK","","LEKEK","Lewisia kelloggii ssp. kelloggii","Perennial","Forb/herb"
"LENE5","","LENE5","Lewisia nevadensis","Perennial","Forb/herb"
"LEPY2","","LEPY2","Lewisia pygmaea","Perennial","Forb/herb"
"LERE7","","LERE7","Lewisia rediviva","Perennial","Forb/herb"
"LERER","","LERER","Lewisia rediviva var. rediviva","Perennial","Forb/herb"
"LESA17","","LESA17","Lewisia sacajaweana","Perennial","Forb/herb"
"LETR2","","LETR2","Lewisia triphylla","Perennial","Forb/herb"
"LEYMU","","LEYMU","Leymus","",""
"LEAM","","LEAM","Leymus ambiguus","Perennial","Graminoid"
"LECI4","","LECI4","Leymus cinereus","Perennial","Graminoid"
"LEFL4","","LEFL4","Leymus flavescens","Perennial","Graminoid"
"LERA5","","LERA5","Leymus racemosus","Perennial","Graminoid"
"LESA4","","LESA4","Leymus salinus","Perennial","Graminoid"
"LESAS","","LESAS","Leymus salinus ssp. salinus","Perennial","Graminoid"
"LESAS2","","LESAS2","Leymus salinus ssp. salmonis","Perennial","Graminoid"
"LETR5","","LETR5","Leymus triticoides","Perennial","Graminoid"
"LIATR","","LIATR","Liatris","",""
"LILA","","LILA","Liatris lancifolia","Perennial","Forb/herb"
"LILI","","LILI","Liatris ligulistylis","Perennial","Forb/herb"
"LIPU","","LIPU","Liatris punctata","Perennial","Forb/herb"
"LIPUM","","LIPUM","Liatris punctata var. mexicana","Perennial","Forb/herb"
"LIPUP","","LIPUP","Liatris punctata var. punctata","Perennial","Forb/herb"
"LIGUS","","LIGUS","Ligusticum","",""
"LICA2","","LICA2","Ligusticum canbyi","Perennial","Forb/herb"
"LIFI","","LIFI","Ligusticum filicinum","Perennial","Forb/herb"
"LIGR","","LIGR","Ligusticum grayi","Perennial","Forb/herb"
"LIPO","","LIPO","Ligusticum porteri","Perennial","Forb/herb"
"LIPOP","","LIPOP","Ligusticum porteri var. porteri","Perennial","Forb/herb"
"LITE2","","LITE2","Ligusticum tenuifolium","Perennial","Forb/herb"
"LIVE","","LIVE","Ligusticum verticillatum","Perennial","Forb/herb"
"LIGUS2","","LIGUS2","Ligustrum","",""
"LIVU","","LIVU","Ligustrum vulgare","Perennial","Shrub"
"LILAE","","LILAE","Lilaea","",""
"LISC4","","LISC4","Lilaea scilloides","Annual","Graminoid"
"LILIU","","LILIU","Lilium","",""
"LICO","","LICO","Lilium columbianum","Perennial","Forb/herb"
"LIPH","","LIPH","Lilium philadelphicum","Perennial","Forb/herb"
"LIPHA","","LIPHA","Lilium philadelphicum var. andinum","Perennial","Forb/herb"
"LIMON","","LIMON","Limonium","",""
"LILI4","","LILI4","Limonium limbatum","Perennial","Forb/herb"
"LIMOS","","LIMOS","Limosella","",""
"LIAC2","","LIAC2","Limosella acaulis","Annual, Perennial","Forb/herb"
"LIAQ","","LIAQ","Limosella aquatica","Annual, Perennial","Forb/herb"
"LIPU5","","LIPU5","Limosella pubiflora","Perennial","Forb/herb"
"LINAN2","","LINAN2","Linanthus","",""
"LIBI2","","LIBI2","Linanthus bigelovii","Annual","Forb/herb"
"LIGL6","","LIGL6","Linanthus glabrum","Perennial","Forb/herb, Subshrub"
"LIPU11","","LIPU11","Linanthus pungens","Perennial","Forb/herb, Subshrub"
"LIWA4","","LIWA4","Linanthus watsonii","Perennial","Forb/herb, Subshrub"
"LINAR","","LINAR","Linaria","",""
"LIDA","","LIDA","Linaria dalmatica","Perennial","Forb/herb"
"LIDAD","","LIDAD","Linaria dalmatica ssp. dalmatica","Perennial","Forb/herb"
"LIVU2","","LIVU2","Linaria vulgaris","Perennial","Forb/herb"
"LINDE","","LINDE","Lindernia","",""
"LIDU","","LIDU","Lindernia dubia","Annual, Biennial","Forb/herb"
"LIDUA","","LIDUA","Lindernia dubia var. anagallidea","Annual, Biennial","Forb/herb"
"LIDUD","","LIDUD","Lindernia dubia var. dubia","Annual, Biennial","Forb/herb"
"LINNA","","LINNA","Linnaea","",""
"LIBO3","","LIBO3","Linnaea borealis","Perennial","Forb/herb, Subshrub"
"LIBOA","","LIBOA","Linnaea borealis ssp. americana","Perennial","Forb/herb, Subshrub"
"LIBOL2","","LIBOL2","Linnaea borealis ssp. longiflora","Perennial","Forb/herb, Subshrub"
"LINUM","","LINUM","Linum","",""
"LIAR3","","LIAR3","Linum aristatum","Annual","Forb/herb"
"LIAU4","","LIAU4","Linum australe","Annual","Forb/herb"
"LIAUA","","LIAUA","Linum australe var. australe","Annual","Forb/herb"
"LIBE2","","LIBE2","Linum berlandieri","Annual, Perennial","Forb/herb"
"LIBEB2","","LIBEB2","Linum berlandieri var. berlandieri","Annual, Perennial","Forb/herb"
"LICO3","","LICO3","Linum compactum","Annual","Forb/herb"
"LIHU2","","LIHU2","Linum hudsonioides","Annual","Forb/herb"
"LIKI2","","LIKI2","Linum kingii","Perennial","Subshrub, Forb/herb"
"LILE3","","LILE3","Linum lewisii","Perennial","Subshrub, Forb/herb"
"LILEA","","LILEA","Linum lewisii var. alpicola","Perennial","Subshrub, Forb/herb"
"LILEL2","","LILEL2","Linum lewisii var. lewisii","Perennial","Subshrub, Forb/herb"
"LINE","","LINE","Linum neomexicanum","Annual, Biennial, Perennial","Forb/herb"
"LIPR","","LIPR","Linum pratense","Annual","Forb/herb"
"LIPU4","","LIPU4","Linum puberulum","Annual","Forb/herb"
"LIRI","","LIRI","Linum rigidum","Annual, Perennial","Forb/herb"
"LIRIR","","LIRIR","Linum rigidum var. rigidum","Annual, Perennial","Forb/herb"
"LIRU2","","LIRU2","Linum rupestre","Perennial","Forb/herb"
"LISC5","","LISC5","Linum schiedeanum","Perennial","Forb/herb"
"LISU5","","LISU5","Linum subteres","Perennial","Forb/herb"
"LIUS","","LIUS","Linum usitatissimum","Annual","Forb/herb"
"LIVE2","","LIVE2","Linum vernale","Annual","Forb/herb"
"LIPOC","","LIPOC","Lipocarpha","",""
"LIAR6","","LIAR6","Lipocarpha aristulata","Annual","Graminoid"
"LIDR3","","LIDR3","Lipocarpha drummondii","Annual","Graminoid"
"LIMI12","","LIMI12","Lipocarpha micrantha","Annual","Graminoid"
"LIPPI","","LIPPI","Lippia","",""
"LIGR6","","LIGR6","Lippia graveolens","Perennial","Shrub"
"LISTE","","LISTE","Listera","",""
"LIBO4","","LIBO4","Listera borealis","Perennial","Forb/herb"
"LICA10","","LICA10","Listera caurina","Perennial","Forb/herb"
"LICO5","","LICO5","Listera convallarioides","Perennial","Forb/herb"
"LICO6","","LICO6","Listera cordata","Perennial","Forb/herb"
"LICON","","LICON","Listera cordata var. nephrophylla","Perennial","Forb/herb"
"LITHO2","","LITHO2","Lithophragma","",""
"LIGL2","","LIGL2","Lithophragma glabrum","Perennial","Forb/herb"
"LIPA5","","LIPA5","Lithophragma parviflorum","Perennial","Forb/herb"
"LIPAP3","","LIPAP3","Lithophragma parviflorum var. parviflorum","Perennial","Forb/herb"
"LITE4","","LITE4","Lithophragma tenellum","Perennial","Forb/herb"
"LITHO3","","LITHO3","Lithospermum","",""
"LICO7","","LICO7","Lithospermum cobrense","Perennial","Forb/herb"
"LICO9","","LICO9","Lithospermum confine","Perennial","Forb/herb"
"LIIN2","","LIIN2","Lithospermum incisum","Perennial","Forb/herb"
"LIMU3","","LIMU3","Lithospermum multiflorum","Perennial","Forb/herb"
"LIPA6","","LIPA6","Lithospermum parksii","Perennial","Forb/herb"
"LIPAP","","LIPAP","Lithospermum parksii var. parksii","Perennial","Forb/herb"
"LIRU4","","LIRU4","Lithospermum ruderale","Perennial","Forb/herb"
"LIVI2","","LIVI2","Lithospermum viride","Perennial","Subshrub, Forb/herb"
"LLOYD","","LLOYD","Lloydia","",""
"LLSE","","LLSE","Lloydia serotina","Perennial","Forb/herb"
"LLSES2","","LLSES2","Lloydia serotina var. serotina","Perennial","Forb/herb"
"LOBEL","","LOBEL","Lobelia","",""
"LOAN","","LOAN","Lobelia anatina","Perennial","Forb/herb"
"LOCA2","","LOCA2","Lobelia cardinalis","Perennial","Forb/herb"
"LOFE","","LOFE","Lobelia fenestralis","Annual, Biennial","Forb/herb"
"LOKA","","LOKA","Lobelia kalmii","Perennial","Forb/herb"
"LOBUL","","LOBUL","Lobularia","",""
"LOMA","","LOMA","Lobularia maritima","Annual, Perennial","Forb/herb"
"LOGFI2","","LOGFI2","Logfia","",""
"LOAR5","","LOAR5","Logfia arvensis","Annual","Forb/herb"
"LOCA19","","LOCA19","Logfia californica","Annual","Forb/herb"
"LOLIU","","LOLIU","Lolium","",""
"LOPE","","LOPE","Lolium perenne","Perennial, Annual","Graminoid"
"LOPEM2","","LOPEM2","Lolium perenne ssp. multiflorum","Annual, Perennial","Graminoid"
"LOPEP","","LOPEP","Lolium perenne ssp. perenne","Perennial","Graminoid"
"LOTE2","","LOTE2","Lolium temulentum","Annual","Graminoid"
"LOTET","","LOTET","Lolium temulentum ssp. temulentum","Annual","Graminoid"
"LOMAT","","LOMAT","Lomatium","",""
"LOAM","","LOAM","Lomatium ambiguum","Perennial","Forb/herb"
"LOBE4","","LOBE4","Lomatium bentonitum","Perennial","Forb/herb"
"LOBI","","LOBI","Lomatium bicolor","Perennial","Forb/herb"
"LOBIB","","LOBIB","Lomatium bicolor var. bicolor","Perennial","Forb/herb"
"LOBIL","","LOBIL","Lomatium bicolor var. leptocarpum","Perennial","Forb/herb"
"LOBR9","","LOBR9","Lomatium brunsfeldianum","Perennial","Forb/herb"
"LOCA4","","LOCA4","Lomatium canbyi","Perennial","Forb/herb"
"LOCO4","","LOCO4","Lomatium cous","Perennial","Forb/herb"
"LOCU","","LOCU","Lomatium cusickii","Perennial","Forb/herb"
"LODI","","LODI","Lomatium dissectum","Perennial","Forb/herb"
"LODID2","","LODID2","Lomatium dissectum var. dissectum","Perennial","Forb/herb"
"LODIM","","LODIM","Lomatium dissectum var. multifidum","Perennial","Forb/herb"
"LODO2","","LODO2","Lomatium donnellii","Perennial","Forb/herb"
"LOFA","","LOFA","Lomatium farinosum","Perennial","Forb/herb"
"LOFAF","","LOFAF","Lomatium farinosum var. farinosum","Perennial","Forb/herb"
"LOFO","","LOFO","Lomatium foeniculaceum","Perennial","Forb/herb"
"LOFOI","","LOFOI","Lomatium foeniculaceum ssp. inyoense","Perennial","Forb/herb"
"LOFOM","","LOFOM","Lomatium foeniculaceum ssp. macdougalii","Perennial","Forb/herb"
"LOGE2","","LOGE2","Lomatium geyeri","Perennial","Forb/herb"
"LOGO","","LOGO","Lomatium gormanii","Perennial","Forb/herb"
"LOGR6","","LOGR6","Lomatium graveolens","Perennial","Forb/herb"
"LOGRG","","LOGRG","Lomatium graveolens var. graveolens","Perennial","Forb/herb"
"LOGR","","LOGR","Lomatium grayi","Perennial","Forb/herb"
"LOGRG2","","LOGRG2","Lomatium grayi var. grayi","Perennial","Forb/herb"
"LOHE2","","LOHE2","Lomatium hendersonii","Perennial","Forb/herb"
"LOID","","LOID","Lomatium idahoense","Perennial","Forb/herb"
"LOMA3","","LOMA3","Lomatium macrocarpum","Perennial","Forb/herb"
"LONE","","LONE","Lomatium nevadense","Perennial","Forb/herb"
"LONEN","","LONEN","Lomatium nevadense var. nevadense","Perennial","Forb/herb"
"LONEP","","LONEP","Lomatium nevadense var. parishii","Perennial","Forb/herb"
"LONU2","","LONU2","Lomatium nudicaule","Perennial","Forb/herb"
"LONU3","","LONU3","Lomatium nuttallii","Perennial","Forb/herb"
"LOOR","","LOOR","Lomatium orientale","Perennial","Forb/herb"
"LOPA5","","LOPA5","Lomatium packardiae","Perennial","Forb/herb"
"LOPI","","LOPI","Lomatium piperi","Perennial","Forb/herb"
"LORO2","","LORO2","Lomatium rollinsii","Perennial","Forb/herb"
"LOSA2","","LOSA2","Lomatium salmoniflorum","Perennial","Forb/herb"
"LOSA3","","LOSA3","Lomatium sandbergii","Perennial","Forb/herb"
"LOSE2","","LOSE2","Lomatium serpentinum","Perennial","Subshrub, Forb/herb"
"LOSI2","","LOSI2","Lomatium simplex","Perennial","Forb/herb"
"LOSIL2","","LOSIL2","Lomatium simplex var. leptophyllum","Perennial","Forb/herb"
"LOSIS","","LOSIS","Lomatium simplex var. simplex","Perennial","Forb/herb"
"LOTR2","","LOTR2","Lomatium triternatum","Perennial","Forb/herb"
"LOTRA","","LOTRA","Lomatium triternatum var. anomalum","Perennial","Forb/herb"
"LOTRM","","LOTRM","Lomatium triternatum var. macrocarpum","Perennial","Forb/herb"
"LOTRT","","LOTRT","Lomatium triternatum var. triternatum","Perennial","Forb/herb"
"LOMAT2","","LOMAT2","Lomatogonium","",""
"LORO","","LORO","Lomatogonium rotatum","Annual, Biennial","Forb/herb"
"LONIC","","LONIC","Lonicera","",""
"LOAL","","LOAL","Lonicera albiflora","Perennial","Vine, Shrub"
"LOAR","","LOAR","Lonicera arizonica","Perennial","Vine, Shrub"
"LOBE","","LOBE","Lonicera ×bella","Perennial","Shrub"
"LOCA6","","LOCA6","Lonicera caerulea","Perennial","Shrub"
"LOCAC3","","LOCAC3","Lonicera caerulea var. cauriana","Perennial","Shrub"
"LOCI3","","LOCI3","Lonicera ciliosa","Perennial","Vine, Shrub"
"LOCO5","","LOCO5","Lonicera conjugialis","Perennial","Shrub"
"LOIN5","","LOIN5","Lonicera involucrata","Perennial","Shrub"
"LOINI","","LOINI","Lonicera involucrata var. involucrata","Perennial","Shrub"
"LOJA","","LOJA","Lonicera japonica","Perennial","Vine"
"LOMO2","","LOMO2","Lonicera morrowii","Perennial","Shrub"
"LOTA","","LOTA","Lonicera tatarica","Perennial","Shrub"
"LOUT2","","LOUT2","Lonicera utahensis","Perennial","Shrub"
"LOTUS","","LOTUS","Lotus","",""
"LOCO6","","LOCO6","Lotus corniculatus","Perennial","Forb/herb"
"LOCOC5","","LOCOC5","Lotus corniculatus var. corniculatus","Perennial","Forb/herb"
"LODE","","LODE","Lotus denticulatus","Annual","Forb/herb"
"LOGR4","","LOGR4","Lotus greenei","Perennial","Forb/herb"
"LOHU2","","LOHU2","Lotus humistratus","Annual","Forb/herb"
"LONE4","","LONE4","Lotus nevadensis","Perennial","Forb/herb"
"LONED","","LONED","Lotus nevadensis var. douglasii","Perennial","Forb/herb"
"LOPE80","","LOPE80","Lotus pedunculatus","Perennial","Forb/herb"
"LOPI2","","LOPI2","Lotus pinnatus","Perennial","Forb/herb"
"LOPL2","","LOPL2","Lotus plebeius","Perennial","Forb/herb"
"LOTE4","","LOTE4","Lotus tenuis","Perennial","Forb/herb"
"LOUN","","LOUN","Lotus unifoliolatus","Annual","Forb/herb"
"LOUNU","","LOUNU","Lotus unifoliolatus var. unifoliolatus","Annual","Forb/herb"
"LOWR","","LOWR","Lotus wrightii","Perennial","Forb/herb"
"LUDWI","","LUDWI","Ludwigia","",""
"LUPA","","LUPA","Ludwigia palustris","Perennial","Forb/herb"
"LUPE5","","LUPE5","Ludwigia peploides","Perennial","Forb/herb"
"LUPEP2","","LUPEP2","Ludwigia peploides ssp. peploides","Perennial","Forb/herb"
"LUPO","","LUPO","Ludwigia polycarpa","Perennial","Forb/herb"
"LURE2","","LURE2","Ludwigia repens","Perennial","Forb/herb"
"LUETK","","LUETK","Luetkea","",""
"LUPE","","LUPE","Luetkea pectinata","Perennial","Subshrub"
"LUNAR","","LUNAR","Lunaria","",""
"LUAN","","LUAN","Lunaria annua","Annual, Biennial","Forb/herb"
"LUPIN","","LUPIN","Lupinus","",""
"LUAL5","","LUAL5","Lupinus ×alpestris","Perennial","Forb/herb"
"LUAM","","LUAM","Lupinus ammophilus","Perennial","Forb/herb"
"LUAR6","","LUAR6","Lupinus arbustus","Perennial","Subshrub, Forb/herb"
