Project,Plot,Line,Point,HAFHeightWoody,HAFSpeciesWoody,HAFHeightHerbaceous,HAFSpeciesHerbaceous,AIMHeightWoody,AIMSpeciesWoody,AIMHeightHerbaceous,AIMSpeciesHerbaceous
Bruneau,LowCM128,1,10.0,,,,,,,46,FEID
Bruneau,LowCM128,1,12.5,,,,,,,5,FEID
Bruneau,LowCM128,1,15.0,,,,,,,35,POSE
Bruneau,LowCM128,1,17.5,,,,,,,36,POSE
Bruneau,LowCM128,1,20.0,,,,,,,35,POSE
Bruneau,LowCM128,1,22.5,,,,,,,47,FEID
Bruneau,LowCM128,1,25.0,,,,,37,ARAR8,6,POSE
Bruneau,LowCM128,2,2.5,,,,,,,49,POSE
Bruneau,LowCM128,2,5.0,,,,,,,36,POSE
Bruneau,LowCM128,2,7.5,,,,,,,35,POSE
Bruneau,LowCM128,2,10.0,,,,,,,42,POSE
Bruneau,LowCM128,2,12.5,,,,,,,47,POSE
Bruneau,LowCM128,2,15.0,,,,,29,ARAR8,46,FEID
Bruneau,LowCM128,2,17.5,,,,,,,45,POSE
Bruneau,LowCM128,2,20.0,,,,,17,ARAR8,37,POSE
Bruneau,LowCM128,2,22.5,,,,,,,41,POSE
Bruneau,LowCM128,2,25.0,,,,,,,55,FEID
Bruneau,LowCM128,3,2.5,,,,,23,ARAR8,59,FEID
Bruneau,LowCM128,3,5.0,,,,,37,ARAR8,56,FEID
Bruneau,LowCM128,3,7.5,,,,,,,4,FEID
Bruneau,LowCM128,3,10.0,,,,,,,37,POSE
Bruneau,LowCM128,3,12.5,,,,,,,36,POSE
Bruneau,LowCM128,3,15.0,,,,,,,41,FEID
Bruneau,LowCM128,3,17.5,,,,,,,33,POSE
Bruneau,LowCM128,3,20.0,,,,,,,42,FEID
Bruneau,LowCM128,3,22.5,,,,,5,ARAR8,36,POSE
Bruneau,LowCM128,3,25.0,,,,,22,ARAR8,56,FEID
Bruneau,LowCM129,1,2.5,,,,,,,63,FEID
Bruneau,LowCM129,1,5.0,,,,,3,ARARL,5,FEID
Bruneau,LowCM129,1,7.5,,,,,22,ARARL,49,FEID
Bruneau,LowCM129,1,10.0,,,,,,,36,FEID
Bruneau,LowCM129,1,12.5,,,,,,,66,FEID
Bruneau,LowCM129,1,15.0,,,,,,,5,FEID
Bruneau,LowCM129,1,17.5,,,,,,,71,FEID
Bruneau,LowCM129,1,20.0,,,,,,,71,FEID
Bruneau,LowCM129,1,22.5,,,,,,,64,FEID
Bruneau,LowCM129,1,25.0,,,,,7,LIPU11,41,FEID
Bruneau,LowCM129,2,2.5,,,,,,,57,FEID
Bruneau,LowCM129,2,5.0,,,,,,,54,FEID
Bruneau,LowCM129,2,7.5,,,,,,,43,FEID
Bruneau,LowCM129,2,10.0,,,,,24,ARARL,67,FEID
Bruneau,LowCM129,2,12.5,,,,,,,55,FEID
Bruneau,LowCM129,2,15.0,,,,,37,ARAR8,55,FEID
Bruneau,LowCM129,2,17.5,,,,,2,PPSH,65,FEID
Bruneau,LowCM129,2,20.0,,,,,8,PPSH,49,FEID
Bruneau,LowCM129,2,22.5,,,,,33,ARAR8,29,POSE
Bruneau,LowCM129,2,25.0,,,,,4,ARAR8,27,POSE
Bruneau,LowCM129,3,2.5,,,,,,,45,FEID
Bruneau,LowCM129,3,5.0,,,,,1,LIPU11,49,FEID
Bruneau,LowCM129,3,7.5,,,,,,,6,FEID
Bruneau,LowCM129,3,10.0,,,,,,,41,FEID
Bruneau,LowCM129,3,12.5,,,,,,,67,FEID
Bruneau,LowCM129,3,15.0,,,,,,,54,FEID
Bruneau,LowCM129,3,17.5,,,,,,,59,FEID
Bruneau,LowCM129,3,20.0,,,,,,,52,FEID
Bruneau,LowCM129,3,22.5,,,,,,,37,POSE
Bruneau,LowCM129,3,25.0,,,,,,,47,FEID
Bruneau,LowCM130,1,2.5,,,,,,,37,FEID
Bruneau,LowCM130,1,5.0,,,,,,,11,POSE
Bruneau,LowCM130,1,7.5,,,,,114,PUTR2,6,FEID
Bruneau,LowCM130,1,10.0,,,,,41,CHVI8,,
Bruneau,LowCM130,1,12.5,,,,,58,ARTRV,6,FEID
Bruneau,LowCM130,1,15.0,,,,,1,PUTR2,34,FEID
Bruneau,LowCM130,1,17.5,,,,,12,PUTR2,59,FEID
Bruneau,LowCM130,1,20.0,,,,,86,PUTR2,,
Bruneau,LowCM130,1,22.5,,,,,21,CHVI8,32,FEID
Bruneau,LowCM130,1,25.0,,,,,12,CHVI8,7,POSE
Bruneau,LowCM130,2,2.5,,,,,,,47,FEID
Bruneau,LowCM130,2,5.0,,,,,19,CHVI8,11,FEID
Bruneau,LowCM130,2,7.5,,,,,,,19,POSE
Bruneau,LowCM130,2,10.0,,,,,,,16,FEID
Bruneau,LowCM130,2,12.5,,,,,4,ARTRV,57,FEID
Bruneau,LowCM130,2,15.0,,,,,87,PUTR2,6,FEID
Bruneau,LowCM130,2,17.5,,,,,26,CHVI8,6,FEID
Bruneau,LowCM130,2,20.0,,,,,,,7,FEID
Bruneau,LowCM130,2,22.5,,,,,,,23,POSE
Bruneau,LowCM130,2,25.0,,,,,26,CHVI8,16,FEID
Bruneau,LowCM130,3,2.5,,,,,,,42,FEID
Bruneau,LowCM130,3,5.0,,,,,,,34,FEID
Bruneau,LowCM130,3,7.5,,,,,31,CHVI8,36,POSE
Bruneau,LowCM130,3,10.0,,,,,,,46,FEID
Bruneau,LowCM130,3,12.5,,,,,,,1,POSE
Bruneau,LowCM130,3,15.0,,,,,,,2,POSE
Bruneau,LowCM130,3,17.5,,,,,,,23,POSE
Bruneau,LowCM130,3,20.0,,,,,,,13,POSE
Bruneau,LowCM130,3,22.5,,,,,,,25,POSE
Bruneau,LowCM130,3,25.0,,,,,27,ARTRV,57,FEID
Bruneau,LowCM131,1,2.5,,,,,,,45,POSE
Bruneau,LowCM131,1,5.0,,,,,,,63,POSE
Bruneau,LowCM131,1,7.5,,,,,,,45,POSE
Bruneau,LowCM131,1,10.0,,,,,,,37,POSE
Bruneau,LowCM131,1,12.5,,,,,,,5,POSE
Bruneau,LowCM131,1,15.0,,,,,,,9,POSE
Bruneau,LowCM131,1,17.5,,,,,,,,
Bruneau,LowCM131,1,20.0,,,,,,,39,POSE
Bruneau,LowCM131,1,22.5,,,,,,,35,POSE
Bruneau,LowCM131,1,25.0,,,,,2,ARAR8,46,POSE
Bruneau,LowCM131,2,2.5,,,,,,,33,POSE
Bruneau,LowCM131,2,5.0,,,,,,,7,EPBR3
Bruneau,LowCM131,2,7.5,,,,,,,16,POSE
Bruneau,LowCM131,2,10.0,,,,,,,32,POSE
Bruneau,LowCM131,2,12.5,,,,,,,37,POSE
Bruneau,LowCM131,2,15.0,,,,,,,22,POSE
Bruneau,LowCM131,2,17.5,,,,,,,27,POSE
Bruneau,LowCM131,2,20.0,,,,,,,28,POSE
Bruneau,LowCM131,2,22.5,,,,,,,13,POSE
Bruneau,LowCM131,2,25.0,,,,,,,37,POSE
Bruneau,LowCM131,3,2.5,,,,,,,28,POSE
Bruneau,LowCM131,3,5.0,,,,,,,12,ELEL5
Bruneau,LowCM131,3,7.5,,,,,,,34,POSE
Bruneau,LowCM131,3,10.0,,,,,,,36,POSE
Bruneau,LowCM131,3,12.5,,,,,,,6,POSE
Bruneau,LowCM131,3,15.0,,,,,44,ARAR8,57,POSE
Bruneau,LowCM131,3,17.5,,,,,21,ARAR8,37,POSE
Bruneau,LowCM131,3,20.0,,,,,,,23,POSE
Bruneau,LowCM131,3,22.5,,,,,,,31,POSE
Bruneau,LowCM131,3,25.0,,,,,,,31,POSE
Bruneau,LowCM132,1,2.5,,,,,16,ARARL,64,POSE
Bruneau,LowCM132,1,5.0,,,,,36,ARARL,43,POSE
Bruneau,LowCM132,1,7.5,,,,,,,18,POSE
Bruneau,LowCM132,1,10.0,,,,,,,31,POSE
Bruneau,LowCM132,1,12.5,,,,,,,19,POSE
Bruneau,LowCM132,1,15.0,,,,,,,39,POSE
Bruneau,LowCM132,1,17.5,,,,,,,46,BRTE
Bruneau,LowCM132,1,20.0,,,,,15,ARARL,47,POSE
Bruneau,LowCM132,1,22.5,,,,,,,21,POSE
Bruneau,LowCM132,1,25.0,,,,,,,27,POSE
Bruneau,LowCM132,2,2.5,,,,,,,33,POSE
Bruneau,LowCM132,2,5.0,,,,,,,46,POSE
Bruneau,LowCM132,2,7.5,,,,,,,12,BRTE
Bruneau,LowCM132,2,10.0,,,,,,,23,POSE
Bruneau,LowCM132,2,12.5,,,,,,,,
Bruneau,LowCM132,2,15.0,,,,,,,,
Bruneau,LowCM132,2,17.5,,,,,,,38,POSE
Bruneau,LowCM132,2,20.0,,,,,,,35,POSE
Bruneau,LowCM132,2,22.5,,,,,13,ARARL,31,POSE
Bruneau,LowCM132,2,25.0,,,,,,,3,POSE
Bruneau,LowCM132,3,2.5,,,,,,,21,POSE
Bruneau,LowCM132,3,5.0,,,,,,,28,POSE
Bruneau,LowCM132,3,7.5,,,,,,,51,POSE
Bruneau,LowCM132,3,10.0,,,,,42,ARARL,2,POSE
Bruneau,LowCM132,3,12.5,,,,,,,3,POSE
Bruneau,LowCM132,3,15.0,,,,,23,ARARL,28,POSE
Bruneau,LowCM132,3,17.5,,,,,,,15,POSE
Bruneau,LowCM132,3,20.0,,,,,,,12,ERIGE2PF
Bruneau,LowCM132,3,22.5,,,,,,,41,POSE
Bruneau,LowCM132,3,25.0,,,,,5,ARARL,18,ERIOGAF
Bruneau,LowWD188,1,2.5,,,,,43,ARAR8,38,LONU2
Bruneau,LowWD188,1,5.0,,,,,41,ARAR8,24,AAFF
Bruneau,LowWD188,1,7.5,,,,,14,ARAR8,55,FEID
Bruneau,LowWD188,1,10.0,,,,,,,41,POSE
Bruneau,LowWD188,1,12.5,,,,,,,,
Bruneau,LowWD188,1,15.0,,,,,,,18,EPBR3
Bruneau,LowWD188,1,17.5,,,,,,,3,PSSP6
Bruneau,LowWD188,1,20.0,,,,,,,61,PSSP6
Bruneau,LowWD188,1,22.5,,,,,29,ARAR8,14,POSE
Bruneau,LowWD188,1,25.0,,,,,41,ARAR8,15,POSE
Bruneau,LowWD188,2,2.5,,,,,,,66,PSSP6
Bruneau,LowWD188,2,5.0,,,,,,,62,FEID
Bruneau,LowWD188,2,7.5,,,,,,,25,POSE
Bruneau,LowWD188,2,10.0,,,,,,,32,BRHO2
Bruneau,LowWD188,2,12.5,,,,,,,46,BRHO2
Bruneau,LowWD188,2,15.0,,,,,,,42,BRHO2
Bruneau,LowWD188,2,17.5,,,,,48,ARAR8,38,POSE
Bruneau,LowWD188,2,20.0,,,,,,,39,BRTE
Bruneau,LowWD188,2,22.5,,,,,,,32,BRHO2
Bruneau,LowWD188,2,25.0,,,,,49,ARAR8,37,POSE
Bruneau,LowWD188,3,2.5,,,,,22,ARAR8,46,POSE
Bruneau,LowWD188,3,5.0,,,,,,,3,BRHO2
Bruneau,LowWD188,3,7.5,,,,,,,9,BRHO2
Bruneau,LowWD188,3,10.0,,,,,,,24,POSE
Bruneau,LowWD188,3,12.5,,,,,13,ARAR8,39,BRTE
Bruneau,LowWD188,3,15.0,,,,,46,ARAR8,44,LONU2
Bruneau,LowWD188,3,17.5,,,,,56,ARAR8,72,FEID
Bruneau,LowWD188,3,20.0,,,,,,,,
Bruneau,LowWD188,3,22.5,,,,,,,19,BRTE
Bruneau,LowWD188,3,25.0,,,,,,,49,BRTE
Bruneau,LowWD189,1,2.5,,,,,29,PPSH,74,PSSP6
Bruneau,LowWD189,1,5.0,,,,,61,ARTRW8,17,BRTE
Bruneau,LowWD189,1,7.5,,,,,,,57,PSSP6
Bruneau,LowWD189,1,10.0,,,,,,,74,PSSP6
Bruneau,LowWD189,1,12.5,,,,,48,ARTRV,81,PSSP6
Bruneau,LowWD189,1,15.0,,,,,38,PPSH,83,PSSP6
Bruneau,LowWD189,1,17.5,,,,,59,ARTRW8,59,PSSP6
Bruneau,LowWD189,1,20.0,,,,,,,78,PSSP6
Bruneau,LowWD189,1,22.5,,,,,,,25,PSSP6
Bruneau,LowWD189,1,25.0,,,,,,,72,PSSP6
Bruneau,LowWD189,2,2.5,,,,,53,ARTRV,,
Bruneau,LowWD189,2,5.0,,,,,,,,
Bruneau,LowWD189,2,7.5,,,,,,,,
Bruneau,LowWD189,2,10.0,,,,,,,,
Bruneau,LowWD189,2,12.5,,,,,,,,
Bruneau,LowWD189,2,15.0,,,,,18,ARTRV,,
Bruneau,LowWD189,2,17.5,,,,,,,6,BRTE
Bruneau,LowWD189,2,20.0,,,,,,,84,PSSP6
Bruneau,LowWD189,2,22.5,,,,,95,ARTRV,31,PSSP6
Bruneau,LowWD189,2,25.0,,,,,117,ARTRV,49,PSSP6
Bruneau,LowWD189,3,2.5,,,,,87,ARTRV,72,PSSP6
Bruneau,LowWD189,3,5.0,,,,,,,67,PSSP6
Bruneau,LowWD189,3,7.5,,,,,,,34,PSSP6
Bruneau,LowWD189,3,10.0,,,,,,,78,PSSP6
Bruneau,LowWD189,3,12.5,,,,,48,PPSH,81,PSSP6
Bruneau,LowWD189,3,15.0,,,,,,,93,PSSP6
Bruneau,LowWD189,3,17.5,,,,,,,7,PSSP6
Bruneau,LowWD189,3,20.0,,,,,,,78,PSSP6
Bruneau,LowWD189,3,22.5,,,,,,,48,PSSP6
Bruneau,LowWD189,3,25.0,,,,,,,58,PSSP6
Bruneau,LowWD191,1,2.5,,,,,,,3,PSSP6
Bruneau,LowWD191,1,5.0,,,,,54,ARTRV,,
Bruneau,LowWD191,1,7.5,,,,,,,47,PSSP6
Bruneau,LowWD191,1,10.0,,,,,4,ARTRV,44,PSSP6
Bruneau,LowWD191,1,12.5,,,,,,,49,PSSP6
Bruneau,LowWD191,1,15.0,,,,,,,25,POSE
Bruneau,LowWD191,1,17.5,,,,,37,TEGL,56,PSSP6
Bruneau,LowWD191,1,20.0,,,,,,,27,PSSP6
Bruneau,LowWD191,1,22.5,,,,,,,37,PSSP6
Bruneau,LowWD191,1,25.0,,,,,,,36,PSSP6
Bruneau,LowWD191,2,2.5,,,,,,,22,BRTE
Bruneau,LowWD191,2,5.0,,,,,77,ARTRV,22,BRTE
Bruneau,LowWD191,2,7.5,,,,,26,ARTRV,28,BRTE
Bruneau,LowWD191,2,10.0,,,,,52,ARTRV,19,BRTE
Bruneau,LowWD191,2,12.5,,,,,38,ARTRV,28,PSSP6
Bruneau,LowWD191,2,15.0,,,,,,,31,POSE
Bruneau,LowWD191,2,17.5,,,,,,,31,PSSP6
Bruneau,LowWD191,2,20.0,,,,,,,18,BRTE
Bruneau,LowWD191,2,22.5,,,,,43,ARTRV,35,BRTE
Bruneau,LowWD191,2,25.0,,,,,,,17,BRTE
Bruneau,LowWD191,3,2.5,,,,,,,31,POSE
Bruneau,LowWD191,3,5.0,,,,,,,43,POSE
Bruneau,LowWD191,3,7.5,,,,,,,6,PSSP6
Bruneau,LowWD191,3,10.0,,,,,53,ARTRV,46,PSSP6
Bruneau,LowWD191,3,12.5,,,,,9,TEGL,27,PSSP6
Bruneau,LowWD191,3,15.0,,,,,32,TEGL,29,BRTE
Bruneau,LowWD191,3,17.5,,,,,,,,
Bruneau,LowWD191,3,20.0,,,,,,,35,POSE
Bruneau,LowWD191,3,22.5,,,,,,,36,POSE
Bruneau,LowWD191,3,25.0,,,,,,,,
Bruneau,MD204,1,2.5,,,,,21,ARARL,49,FEID
Bruneau,MD204,1,5.0,,,,,,,37,POSE
Bruneau,MD204,1,7.5,,,,,3.5,ARARL,41,POSE
Bruneau,MD204,1,10.0,,,,,,,66,FEID
Bruneau,MD204,1,12.5,,,,,,,6,FEID
Bruneau,MD204,1,15.0,,,,,,,6,FEID
Bruneau,MD204,1,17.5,,,,,27,ARARL,55,FEID
Bruneau,MD204,1,20.0,,,,,,,64,FEID
Bruneau,MD204,1,22.5,,,,,,,78,FEID
Bruneau,MD204,1,25.0,,,,,25,ARARL,25,FEID
Bruneau,MD204,2,2.5,,,,,,,46,POSE
Bruneau,MD204,2,5.0,,,,,51,ARARL,63,FEID
Bruneau,MD204,2,7.5,,,,,41,ARARL,,
Bruneau,MD204,2,10.0,,,,,,,75,PSSP6
Bruneau,MD204,2,12.5,,,,,,,42,BRTE
Bruneau,MD204,2,15.0,,,,,4,ARARL,71,FEID
Bruneau,MD204,2,17.5,,,,,31,ARARL,81,FEID
Bruneau,MD204,2,20.0,,,,,,,39,POSE
Bruneau,MD204,2,22.5,,,,,,,28,POSE
Bruneau,MD204,2,25.0,,,,,,,,
Bruneau,MD204,3,2.5,,,,,,,,
Bruneau,MD204,3,5.0,,,,,,,55,POSE
Bruneau,MD204,3,7.5,,,,,,,51,FEID
Bruneau,MD204,3,10.0,,,,,,,25,ELEL5
Bruneau,MD204,3,12.5,,,,,27,ARARL,31,FEID
Bruneau,MD204,3,15.0,,,,,,,2,PSSP6
Bruneau,MD204,3,17.5,,,,,,,45,POSE
Bruneau,MD204,3,20.0,,,,,,,5,FEID
Bruneau,MD204,3,22.5,,,,,,,24,POSE
Bruneau,MD204,3,25.0,,,,,29,ARARL,3,POSE
Bruneau,MD205,1,2.5,,,,,21,ARARL,41,POSE
Bruneau,MD205,1,5.0,,,,,,,34,POSE
Bruneau,MD205,1,7.5,,,,,,,36,POSE
Bruneau,MD205,1,10.0,,,,,,,16,POSE
Bruneau,MD205,1,12.5,,,,,,,43,POSE
Bruneau,MD205,1,15.0,,,,,,,36,POSE
Bruneau,MD205,1,17.5,,,,,,,39,POSE
Bruneau,MD205,1,20.0,,,,,,,39,POSE
Bruneau,MD205,1,22.5,,,,,,,46,POSE
Bruneau,MD205,1,25.0,,,,,,,45,POSE
Bruneau,MD205,2,2.5,,,,,,,69,POSE
Bruneau,MD205,2,5.0,,,,,,,45,
Bruneau,MD205,2,7.5,,,,,,,,
Bruneau,MD205,2,10.0,,,,,,,42,POSE
Bruneau,MD205,2,12.5,,,,,,,37,POSE
Bruneau,MD205,2,15.0,,,,,,,51,
Bruneau,MD205,2,17.5,,,,,,,37,POSE
Bruneau,MD205,2,20.0,,,,,32,ARARL,5,POSE
Bruneau,MD205,2,22.5,,,,,,,41,POSE
Bruneau,MD205,2,25.0,,,,,,,63,POSE
Bruneau,MD205,3,2.5,,,,,,,42,POSE
Bruneau,MD205,3,5.0,,,,,,,32,POSE
Bruneau,MD205,3,7.5,,,,,,,29,POSE
Bruneau,MD205,3,10.0,,,,,,,39,POSE
Bruneau,MD205,3,12.5,,,,,,,54,POSE
Bruneau,MD205,3,15.0,,,,,,,58,POSE
Bruneau,MD205,3,17.5,,,,,19,ARARL,34,POSE
Bruneau,MD205,3,20.0,,,,,,,28,POSE
Bruneau,MD205,3,22.5,,,,,23,ARARL,37,POSE
Bruneau,MD205,3,25.0,,,,,,,39,POSE
Bruneau,SD215,1,2.5,,,,,39,SAVE4,32,BRTE
Bruneau,SD215,1,5.0,,,,,56,SAVE4,27,BRTE
Bruneau,SD215,1,7.5,,,,,36,SAVE4,28,BRTE
Bruneau,SD215,1,10.0,,,,,52,SAVE4,22,BRTE
Bruneau,SD215,1,12.5,,,,,33,SAVE4,27,BRTE
Bruneau,SD215,1,15.0,,,,,32,SAVE4,25,BRTE
Bruneau,SD215,1,17.5,,,,,24,SAVE4,23,BRTE
Bruneau,SD215,1,20.0,,,,,77,SAVE4,18,BRTE
Bruneau,SD215,1,22.5,,,,,32,SAVE4,33,BRTE
Bruneau,SD215,1,25.0,,,,,,,33,BRTE
Bruneau,SD215,2,2.5,,,,,22,SAVE4,27,BRTE
Bruneau,SD215,2,5.0,,,,,,,16,BRTE
Bruneau,SD215,2,7.5,,,,,41,SAVE4,14,BRTE
Bruneau,SD215,2,10.0,,,,,82,SAVE4,29,BRTE
Bruneau,SD215,2,12.5,,,,,,,17,BRTE
Bruneau,SD215,2,15.0,,,,,,,25,BRTE
Bruneau,SD215,2,17.5,,,,,,,9,BRTE
Bruneau,SD215,2,20.0,,,,,13,SAVE4,15,BRTE
Bruneau,SD215,2,22.5,,,,,,,19,BRTE
Bruneau,SD215,2,25.0,,,,,,,14,BRTE
Bruneau,SD215,3,2.5,,,,,,,,
Bruneau,SD215,3,5.0,,,,,,,23,BRTE
Bruneau,SD215,3,7.5,,,,,,,17,BRTE
Bruneau,SD215,3,10.0,,,,,,,27,BRTE
Bruneau,SD215,3,12.5,,,,,,,23,BRTE
Bruneau,SD215,3,15.0,,,,,,,14,BRTE
Bruneau,SD215,3,17.5,,,,,31,SAVE4,3,BRTE
Bruneau,SD215,3,20.0,,,,,,,1,BRTE
Bruneau,SD215,3,22.5,,,,,38,SAVE4,19,BRTE
Bruneau,SD215,3,25.0,,,,,,,19,BRTE
SLVFO,GUSG-2,1,0.5,1,CHVA2,43,ELEL5,,,,
SLVFO,GUSG-2,1,1.0,,,1,POFE,,,,
SLVFO,GUSG-2,1,1.5,22,ARTRV,,,,,,
SLVFO,GUSG-2,1,2.0,21,ARTRV,46,HECO26,,,,
SLVFO,GUSG-2,1,2.5,,,2,POFE,,,,
SLVFO,GUSG-2,1,3.0,23,ARTRV,36,ELEL5,,,,
SLVFO,GUSG-2,1,3.5,,,5,HECO26,,,,
SLVFO,GUSG-2,1,4.0,,,,,,,,
SLVFO,GUSG-2,1,4.5,,,,,,,,
SLVFO,GUSG-2,1,5.0,,,36,HECO26,,,,
SLVFO,GUSG-2,1,5.5,,,7,HECO26,,,,
SLVFO,GUSG-2,1,6.0,,,,,,,,
SLVFO,GUSG-2,1,6.5,,,61,HECO26,,,,
SLVFO,GUSG-2,1,7.0,13,CHVA2,39,ELEL5,,,,
SLVFO,GUSG-2,1,7.5,,,,,,,,
SLVFO,GUSG-2,1,8.0,,,61,HECO26,,,,
SLVFO,GUSG-2,1,8.5,,,71,HECO26,,,,
SLVFO,GUSG-2,1,9.0,,,69,HECO26,,,,
SLVFO,GUSG-2,1,9.5,,,,,,,,
SLVFO,GUSG-2,1,10.0,,,,,,,,
SLVFO,GUSG-2,1,10.5,21,ARTRV,21,ELEL5,,,,
SLVFO,GUSG-2,1,11.0,,,5,BOGR2,,,,
SLVFO,GUSG-2,1,11.5,26,ARTRV,,,,,,
SLVFO,GUSG-2,1,12.0,16,ARFR4,,,,,,
SLVFO,GUSG-2,1,12.5,,,43,HECO26,,,,
SLVFO,GUSG-2,1,13.0,,,,,,,,
SLVFO,GUSG-2,1,13.5,,,18,HECO26,,,,
SLVFO,GUSG-2,1,14.0,,,,,,,,
SLVFO,GUSG-2,1,14.5,2,CHVA2,,,,,,
SLVFO,GUSG-2,1,15.0,,,,,,,,
SLVFO,GUSG-2,1,15.5,,,,,,,,
SLVFO,GUSG-2,1,16.0,,,12,CAREX,,,,
SLVFO,GUSG-2,1,16.5,,,25,ELEL5,,,,
SLVFO,GUSG-2,1,17.0,,,34,ELEL5,,,,
SLVFO,GUSG-2,1,17.5,21,HYRI,13,CAREX,,,,
SLVFO,GUSG-2,1,18.0,,,,,,,,
SLVFO,GUSG-2,1,18.5,,,14,CAREX,,,,
SLVFO,GUSG-2,1,19.0,17,CHVA2,,,,,,
SLVFO,GUSG-2,1,19.5,,,,,,,,
SLVFO,GUSG-2,1,20.0,28,ARTRV,,,,,,
SLVFO,GUSG-2,1,20.5,,,,,,,,
SLVFO,GUSG-2,1,21.0,22,CHVA2,67,HECO26,,,,
SLVFO,GUSG-2,1,21.5,,,9,HECO26,,,,
SLVFO,GUSG-2,1,22.0,32,ARTRV,,,,,,
SLVFO,GUSG-2,1,22.5,32,ARTRV,32,ELEL5,,,,
SLVFO,GUSG-2,1,23.0,,,3,BOGR2,,,,
SLVFO,GUSG-2,1,23.5,44,ARTRV,,,,,,
SLVFO,GUSG-2,1,24.0,33,ARTRV,,,,,,
SLVFO,GUSG-2,1,24.5,13,ARTRV,3,BOGR2,,,,
SLVFO,GUSG-2,1,25.0,21,ARTRV,28,ELEL5,,,,
SLVFO,GUSG-2,2,0.5,,,,,,,,
SLVFO,GUSG-2,2,1.0,,,,,,,,
SLVFO,GUSG-2,2,1.5,,,,,,,,
SLVFO,GUSG-2,2,2.0,,,,,,,,
SLVFO,GUSG-2,2,2.5,,,,,,,,
SLVFO,GUSG-2,2,3.0,19,CHVA2,,,,,,
SLVFO,GUSG-2,2,3.5,,,,,,,,
SLVFO,GUSG-2,2,4.0,,,21,BOGR2,,,,
SLVFO,GUSG-2,2,4.5,37,ARTRV,58,POFE,,,,
SLVFO,GUSG-2,2,5.0,37,ARTRV,37,ACSC11,,,,
SLVFO,GUSG-2,2,5.5,,,5,BOGR2,,,,
SLVFO,GUSG-2,2,6.0,,,42,ACSC11,,,,
SLVFO,GUSG-2,2,6.5,,,1,CAREX,,,,
SLVFO,GUSG-2,2,7.0,,,,,,,,
SLVFO,GUSG-2,2,7.5,16,CHVA2,,,,,,
SLVFO,GUSG-2,2,8.0,,,18,BOGR2,,,,
SLVFO,GUSG-2,2,8.5,,,,,,,,
SLVFO,GUSG-2,2,9.0,,,,,,,,
SLVFO,GUSG-2,2,9.5,29,ARTRV,,,,,,
SLVFO,GUSG-2,2,10.0,65,ARTRV,,,,,,
SLVFO,GUSG-2,2,10.5,65,ARTRV,,,,,,
SLVFO,GUSG-2,2,11.0,,,3,ELEL5,,,,
SLVFO,GUSG-2,2,11.5,54,ARTRV,32,ELEL5,,,,
SLVFO,GUSG-2,2,12.0,31,ARTRV,,,,,,
SLVFO,GUSG-2,2,12.5,,,,,,,,
SLVFO,GUSG-2,2,13.0,,,,,,,,
SLVFO,GUSG-2,2,13.5,,,,,,,,
SLVFO,GUSG-2,2,14.0,,,33,LUPIN,,,,
SLVFO,GUSG-2,2,14.5,,,,,,,,
SLVFO,GUSG-2,2,15.0,64,ARTRV,12,ACSC11,,,,
SLVFO,GUSG-2,2,15.5,138,QUGA,,,,,,
SLVFO,GUSG-2,2,16.0,131,QUGA,,,,,,
SLVFO,GUSG-2,2,16.5,96,QUGA,,,,,,
SLVFO,GUSG-2,2,17.0,128,QUGA,,,,,,
SLVFO,GUSG-2,2,17.5,11,QUGA,,,,,,
SLVFO,GUSG-2,2,18.0,59,ARTRV,,,,,,
SLVFO,GUSG-2,2,18.5,144,QUGA,,,,,,
SLVFO,GUSG-2,2,19.0,6,ARTRV,,,,,,
SLVFO,GUSG-2,2,19.5,,,,,,,,
SLVFO,GUSG-2,2,20.0,,,,,,,,
SLVFO,GUSG-2,2,20.5,,,,,,,,
SLVFO,GUSG-2,2,21.0,11,QUGA,,,,,,
SLVFO,GUSG-2,2,21.5,11,QUGA,,,,,,
SLVFO,GUSG-2,2,22.0,82,ARTRV,,,,,,
SLVFO,GUSG-2,2,22.5,81,ARTRV,,,,,,
SLVFO,GUSG-2,2,23.0,,,1,CAREX,,,,
SLVFO,GUSG-2,2,23.5,,,,,,,,
SLVFO,GUSG-2,2,24.0,,,14,AF16,,,,
SLVFO,GUSG-2,2,24.5,54,QUGA,,,,,,
SLVFO,GUSG-2,2,25.0,,,,,,,,
SLVFO,GUSG-2,3,0.5,,,44,HECO26,,,,
SLVFO,GUSG-2,3,1.0,,,59,HECO26,,,,
SLVFO,GUSG-2,3,1.5,,,48,HECO26,,,,
SLVFO,GUSG-2,3,2.0,,,64,HECO26,,,,
SLVFO,GUSG-2,3,2.5,31,ARFR4,32,HECO26,,,,
SLVFO,GUSG-2,3,3.0,,,28,HECO26,,,,
SLVFO,GUSG-2,3,3.5,,,43,HECO26,,,,
SLVFO,GUSG-2,3,4.0,,,42,HECO26,,,,
SLVFO,GUSG-2,3,4.5,16,CHVA2,,,,,,
SLVFO,GUSG-2,3,5.0,4,ARFR4,32,ELEL5,,,,
SLVFO,GUSG-2,3,5.5,,,,ELEL5 (X),,,,
SLVFO,GUSG-2,3,6.0,44,ARFR4,,,,,,
